performance_start_date,performance_end_date,performance_serial_number,performance_genre,performance_name,performance_place,performance_runningtime,performance_intermission,performance_age,performance_enter,performance_phonenumber,performance_synopsis,performance_work_description,cast_editor,crew_editor,performance_discount_info,performance_seat_info
20241227,20241227,35735,클래식,박진영 바이올린 독주회,세종체임버홀,90.0,15.0,7세 이상,지클레프,02-515-5123,,"ProgramC. Debussy (1862-1918)Sonata for Violin and Piano in G minor L.140I. Allegro vivoII. Interm?de: fantasque et l?gerIII. Finale: tr?s anim?M. Ravel (1875-1937)Piano Trio in A minorI. Mod?r?II. Pantoum: Assez vifIII. Passacaille: Tr?s largeIV. Final: Anim?트리오 라피네(Cello 윤석우, Piano 박효민)IntermissionA. Piazzolla (1921-1992)Histoire du Tango I. Bordel, 1900II. Caf?, 1930III. Nightclub, 1960IV. Concert d’aujourd’huiP. de Sarasate (1844-1908)Carmen Fantasy for Violin and Piano, Op. 25I. Introduction: Allegro moderato II. Moderato III. Lento assai IV. Allegro moderato V. Moderato","ProfileViolinist 박진영하나의 활마다 의미 있는 언어적 표현력과 연주자로서 대담한 표현력으로 심사위원의 극찬을 받은 바이올리니스트 박진영은 예원학교와 한국예술종합학교 영재원 재학 중 도불하여 프랑스 파리시립음악원(CRR de Paris)에서 최고연주자과정을 심사위원 만장일치로 수석 졸업하였다. 이후, 파리국립고등음악원(CNSMDP)에서 학사 및 석사를 졸업하였으며, 서울대학교 음악대학에서 2022년 8월 헨리크 비에니아프스키의 &lt;구노의 파우스트 주제에 의한 판타지 브릴란테 Op. 20&gt;의 분석 및 연주 해석적 고찰이란 논문 주제로 박사학위를 취득하였다. 일찍이 음악평론가 협회 콩쿨, 음악저널 콩쿨, 고양시 협회 콩쿨 등 다수 국내 콩쿠르에서 1등을 수상하였으며, 생상스 국제 콩쿠르에서 대상, 그리고 바하 국제 콩쿠르 1등, Classical Music Stars 국제 콩쿠르에서 1등과 특별상, 베를리오즈 국제 콩쿠르에서 1등과 테크닉 최고 연주자 상을 받았다. 또한 금호 영 아티스트로 선정된 박진영은 독일 Kloster Sch?ntal, 프랑스 Bordeaux, Colmar에서 초청 연주회를 가졌으며 Paris-Cit? Internationale des Arts, C?cile 음악협회, 파리 시청 초청 독주회를 가졌으며, 제29회 음악저널 신인음악상, 롯데 문화재단 신진 아티스트로 선정되어 롯데콘서트홀에서 단독 리사이틀을 통해 솔리스트로서의 자질을 발휘하였다. 그녀는 서울대학교 박사과정 중 뛰어난 실기 실력으로 WIN 장학금을 수여 받았으며 서울 심포니 오케스트라와 협연을 시작으로 고양 필하모닉 오케스트라와 '청소년을 위한 음악회‘, 펠리체 챔버 오케스트라와 ’문화가 있는 날‘, 익산 예술의전당과 함께하는 음악회, 세종 아르스 오케스트라와 '신년 희망 나눔 음악회’를 위해 협연하였다.솔리스트로서 뿐만 아니라 챔버 뮤지션으로서의 역량 역시 높게 평가받고 있는 그녀는 이자이 콰르텟의 멤버인 바이올리니스트 Guillaume Sutre, 첼리스트 Marc Coppey, 피아니스트 Itamar Golan에게 실내악 사사를 받아 국내외 저명한 연주와 페스티벌에 참가하였다. 스위스 베르비에 페스티벌(Verbier Festival) 오케스트라 오디션에 선발되어 2014년 부악장, 수석 단원으로 연주하였고, 2015년에도 초청받아 뛰어난 기량을 선보였으며 정명훈의 원코리아 오케스트라, 금호 아시아나 솔로이스츠, 더 하우스 콘서트, 대전 국제 음악제, 창원 국제 실내악 축제, 여수 예울마루 실내악 축제 등 여러무대를 가졌다. 또한 아르티제 오케스트라, 말러리안 오케스트라, 소리얼 필하모닉 오케스트라, 용인 문화재단 소속 웨스턴 심포니 오케스트라, 국립 국악 관현악단 등 객원 악장 활동을 통해 음악적 입지를 다져나가고 있다.이경선, 김복수, Boris Garitsky, Alexis Galperine에게 사사한 바이올리니스트 박진영은 현재트리오 라피네, 서울 비르투오지 챔버 오케스트라 단원으로 활동 중이며 후학 양성을 위해계원예술중학교 강사를 역임하였고, 현재 예원학교, 고양예술고등학교, 서울예술고등학교, 중부대학교 객원 교수로 출강 중이다. 장일범의 K-Classic World, 클래식 전문채널 ORFEO TV에 소개된 그녀는 앞으로 다양한 레파토리로 청중과의 음악적 소통을 계속해서 전개해 나갈 예정이다.Pianist 강자연- 예원학교, 서울예고, 서울대 음악대학 졸업- 미국 피바디 음대 석사, 영국 길드홀 음악원 석사 및 박사- 영국 바비칸 센터, St. Luke LSO, 위그모어 홀 연주- 영국 City of London Festival, Oxford Lieder Festival, International Musicians Seminar in Prucia Cove에서 초청 연주, 프랑스 니스 국제 음악축제 반주자 역임- 길드홀 음악대학 강사 및 영국 National Opera Studio repetituer 역임- 2023 서울국제콩쿠르 공식반주자- 현재 : 숙명여자대학교 초빙교수, 서울대학교 출강트리오 라피네Cellist 윤석우- 프랑스 리옹국립고등음악원(CNSM de Lyon) 학사 및 석사 졸업, 프랑스 불로뉴 시립음악원(CRR de Boulogne) 실내악 석사과정, 최고 연주자 과정 졸업, 프랑스 파리 국립고등음악원(CNSM de Paris) 실내악 수료- 프랑스 Vatelot-Rampal 콩쿨1위, 프랑스 Epernay 콩쿨 1위, 포르투칼 CIMCA 실내악 콩쿨 2위- 프랑스 Quatuor Debussy 멤버 활동, 프랑스 리옹국립오페라단 객원 부수석 역임, 성남시향, 광명심포니, 디토오케스트라 객원수석 역임, 한경필하모닉 수석역임- 광명심포니, 군포프라임필 등 다수 오케스트라 협연- 현재 : 군포 프라임필하모닉 오케스트라 수석, 현대음악앙상블 위로, 트리오 라피네, 프라이머스 앙상블 멤버Pianist 박효민- 예원학교 졸업, 서울예고 재학 중 도독, 베를린국립음대(UDK) 학사 및 석사 졸업, 서울대학교 기악과 석사 졸업- 한국일보, 서울음악콩쿠르, 서울심포니콩쿠르 등 국내 다수 콩쿠르 입상, International Piano Competition in Enschede Special Prize- 독일, 프랑스대사관 초청 연주, 독일 베를린 악기 박물관 초청 독주회, 세종체임버홀 독주회- 하나음악재단 주최 독주회 및 실내악 등 국내외 전문 반주자- 인천예고 강사 역임- 현재 : 서울대학교 실기전담 반주강사, 트리오 라피네 멤버",,91.0,"{SEAT_PRICE=30,000원, PERFORM_IDX=35735, SEAT_RATING=전석}"
20241227,20241227,35820,대중음악,김푸름 단독 콘서트 푸르스름한 언플러그드 BLUISH Unplugged,세종S씨어터,90.0,,8세 이상,(주)프라이빗커브,02-563-7110,,"글로 표현할 수 없는 메시지까지 숨소리와 여백으로 감정이 되어 닿기를 바랬습니다. 낭랑(朗朗) 18세, 그 작은 청춘이 느끼는 세상의 소소한 얘기들.... 어쩌면 모두가 통과했던 유독 아팠고 공감됐을 노래들이지 않을까. 밤과 아침 사이 어디쯤, 새벽녘 같은 푸른색 언저리에서 경계가 모호하고 가끔 모순되기도 한 푸르스름한 색의 노래에 많은 분들이 쉬어 가실 수 있다면 좋겠습니다. '불완전함'이 주는 '생동감'을 2024년의 마지막에서 여러분들과 함께하고 싶습니다. 2006년생의 김푸름은 열여덟의 어린 나이이지만 출중한 기타 실력과 중저음의 음색으로 떠오르고 있는 신예 싱어송라이터다. 그는 2016년 영화 에 출연하며 배우로서 먼저 활동을 시작했으며 열여섯이던 2022년 EP [16]을 발매하며 싱어송라이터로서의 새로운 발걸음을 내디뎠다. 그는 해당 앨범을 통해 중학생이 느낀 순수한 감정을 다양한 방식으로 표현하였다. 김푸름은 같은 해 채널 A 오디션 프로그램 에 출연해 준우승을 차지함으로써 ‘천재 싱어송라이터’라는 수식어를 얻었으며, 2023년에는 두 번째 EP [TEENS]를 통해 한층 성숙해진 음악을 보여주었다. 지난 11월에는 첫 번째 정규 앨범 [‘푸르스름’ 언플러그드]의 선공개 음원을 공개해 20대를 앞둔 사회 초년생의 혼란스러운 마음을 솔직하게 표현했다. 해당 정규 앨범은 올해 12월 정식 발매를 앞두고 있어, 이번 단독 콘서트에서도 이 앨범의 수록곡들을 다채롭게 선보일 예정이다. 김푸름은 작년 8월 밴드 잔나비의 최정훈이 진행한 KBS 2TV 뮤직 토크쇼 ‘더 시즌즈-최정훈의 밤의 공원’에 최연소 게스트로 출연하며, 어린 나이임에도 깊은 표현력을 가졌다는 평을 받았다. 이 외에도 JTBC 드라마 OST ‘네버 렛 고(Never Let Go)’, JTBC 드라마 OST ‘링 마이 하트(Ring My Heart)’ 등 각종 OST에 참여했으며, 지난 8월에는 판다 푸바오의 이야기를 그린 영화 에 산울림의 ‘안녕’ 리메이크 및 자작곡으로 타이틀 ‘어른이 되긴 싫어’를 올렸다. 10대라고는 믿기 힘든 섬세한 표현력을 가진 김푸름은, 자신을 환절기 같은 시기를 열심히 헤쳐나가고 있는 모호한 경계에 있는 ‘푸르스름한 색’의 싱어송라이터 라고 소개한다. 김푸름은 이번 연말 콘서트에서 10명에 달하는 어쿠스틱 풀 밴드셋으로 선보인다고 밝혔다. 이번 공연이 성인이 되기 전 마지막 콘서트인 만큼, 김푸름이 그동안 표현해 온 10대의 감정을 음악으로써 솔직하게 풀어낼 예정이다.' border='0' style='border: 0px solid; width: 950px; height: 1424px;'>",,,91.0,"{SEAT_PRICE=77,000원, PERFORM_IDX=35820, SEAT_RATING=R석}"
20241227,20241227,35838,클래식,Park Jin-Young Violin Recital,세종체임버홀,90.0,15.0,7,G Clef,02-515-5123,,"ProgramC. Debussy (1862-1918)Sonata for Violin and Piano in G minor L.140I. Allegro vivoII. Interm?de: fantasque et l?gerIII. Finale: tr?s anim?M. Ravel (1875-1937)Piano Trio in A minorI. Mod?r?II. Pantoum: Assez vifIII. Passacaille: Tr?s largeIV. Final: Anim?트리오 라피네(Cello 윤석우, Piano 박효민)IntermissionA. Piazzolla (1921-1992)Histoire du TangoI. Bordel, 1900II. Caf?, 1930III. Nightclub, 1960IV. Concert d’aujourd’huiP. de Sarasate (1844-1908)Carmen Fantasy for Violin and Piano, Op. 25I. Introduction: Allegro moderatoII. ModeratoIII. Lento assaiIV. Allegro moderatoV. Moderato",,,91.0,"{SEAT_PRICE=30,000 won, PERFORM_IDX=35838, SEAT_RATING=All seats}"
20241226,20241226,35845,클래식,김지수 귀국 피아노 독주회,세종체임버홀,90.0,15.0,7세 이상,이든예술기획(주),02-6412-3053,,,,,91.0,"{SEAT_PRICE=30,000원, PERFORM_IDX=35845, SEAT_RATING=전석}"
20241226,20241226,35821,대중음악,민수 연말 콘서트: What a 29!,세종S씨어터,90.0,,8세 이상,(주)프라이빗커브,02-563-7110,,"프로모션 비디오의 OST ‘홈메이트(Homemate)’, JTBC 드라마 OST ‘플로럴 피치(Floral Peach)’ 등 다양한 콘텐츠의 OST를 작업하며 작품 속 감정을 폭넓게 표현하였다. 장난꾸러기 같은 매력으로 자신만의 음악 세계를 구축하고 있는 민수는 팬들 사이에서 ‘댄스 가수 민수’라는 별명으로 불리고 있다. 중독성 있는 음악과 통통 튀는 목소리로 듣는 사람으로 하여금 춤을 추게 만든다는 뜻이다. 민수의 음악은 주로 사랑이라는 소재를 담고 있지만, 곡마다 표현하는 사랑의 형태가 다양하다. 이번 민수의 연말 단독 콘서트는 그가 말하는 사랑을 더욱 따뜻하게 보여줄 것이다.' border='0' style='width: 950px; height: 1207px; border: 0px solid;'>",,,91.0,"{SEAT_PRICE=77,000원, PERFORM_IDX=35821, SEAT_RATING=R석}"
20241225,20241225,35665,공연기타,2024 론 브랜튼의 재즈 크리스마스!,세종체임버홀,90.0,0.0,7세 이상,뮤지컬파크,02-888-0650,,,,,91.0,"{SEAT_PRICE=67,000원, PERFORM_IDX=35665, SEAT_RATING=R석}, {SEAT_PRICE=57,000원, PERFORM_IDX=35665, SEAT_RATING=S석}, {SEAT_PRICE=47,000원, PERFORM_IDX=35665, SEAT_RATING=A석}"
20241225,20241225,35763,공연기타,Christmas Masterpiece Performance showcases Carols & Jazz Ronn Branton’s Jazz Christmas,세종체임버홀,90.0,,7,,02-888-0650,,"AdozendramaticpiecescomposedofChristmasCarols!Reinterpretationandjamsession,oneofthekeyvaluesofjazz,areadoptedtoChristmascarolstopresentbothfamiliarityandfreshness!OnceyoustartlisteningtoRonnBranton'sperformance,youarefullyengrossedinitwithoutmovinganinchuntilhismusicalstructurecomestoanend,itisreallyamagic!TheChristmasmasterpieceperformancethatsetstherecordforthelongestsingle-brandperformanceof23years!&lt;JazzChristmas!&gt;waskickedoffin2001byAmericanjazzpianistRonnBranton,whodesirestoconveyChristmascheerenjoyedbyAmericanmetropolitanintellectualstoKoreanaudiences,alongwithhisperformancetomakemoredelightfulChristmasseason.Itsetstherecordforthelongestperformanceof23yearsunderasinglebrand.JazzGrooveofMetropolitanIntellectualsispresentedinthisChristmasSeason!WhenRonnBrantonwasforcedtospendChristmasinKoreaduetohispersonalreasons,hedevisedtheperformanceforforeignerslivinginKoreawhowereinasimilarsituationtohim,andforintellectualsinlargecitieswhowantedtoenjoytheAmericanfestivespiritinChristmas.Theperformance,composedofajazzarrangementofChristmascarolsenjoyedbypeoplearoundtheworld,ChristmasseasonsongsthatAmericansgrewuplisteningto,andKoreanwintersongsthatKoreanswouldhavegrownuplisteningto,hasbeenconsistentlylovedbytheaudience,withall-seatssoldouteveryyear.Anewfangledarrangementwithasenseofrhythmandspace!Everyyear,startingwithalivelyandcheerfulplayingof'JingleBells'andendingwith'SilentNight,HolyNight,'theperformancehasreceivedgreatcheersfromtheaudienceforitsdelicateandpoeticarrangementsofKoreanchildren'ssongs,rangingfrompopularsongssuchas'OTannenbaum,''SantaClausIsComingtoTown,''WhiteChristmas,'and'Skating'fromtheanimatedfilm'Peanuts',toKoreanchildren'ssongssuchas“ShoesFootprints”.Itisfuntolistentoalittle-knowncarolthatRonBrantondiscoversandarrangesasinglesongeveryyear.Thisyear,inparticular,itisreallygrippingtolistentothesongthatRonnBrantondiscoversandnewlyarrangesalittle-knowncarolsong.Thisyear,RonnBrantonwillpresenthisrecentlycomposedsong,“OhASnowyDay”,and'Oh,HolyNight!'whichgreatlyreceivedbytheaudiencelastyearwillmakeagrandfinale.SophisticatedSoundfromtheWorld-ClassMusicians!Therearesomechangesinthecompositionoftheperformersforthisperformance.ManuelWeyand,SeanPentland,andMartinJacobson,whohavesteadilyteameduptogether,playadrum,bass,andsaxophonerespectivelyfortheGwangjuperformance,andManuelWeyand,LimKyung-jin,andSongHa-chulwillplaythedrum,bass,andsaxophonerespectivelyfortheperformanceattheSejongCenterChamberHall.ThemarvelouscombinationofSongHa-chul,ageniussaxophonistwithpowerfulrhythmsections,MartinJacobson,aDanishsaxophonistwhoplaysaverylyricalmelody,andLeeJu-mi,apassionatejazzvocalistwhooverwhelmstheaudiencewithherendlesshigh-pitchnotes,willinfatuatetheaudiencewiththeircaptivatingandengrossingperformance.Theperformersinthisshowarealltop-notchmusiciansintheworld;theGerman-bornManuelWeyand,famousforhisworld-classartistry,earnedamaster'sdegreefromtheManhattanSchoolofMusic,studiedattheNewEnglandConservatory,receivedamaster'sdegreefromtheBerkeleySchoolofMusic;SeanPentlandwhoreceivedamaster'sdegreefromjazzmasterssuchasDaveHolland,CecilMcBee,JohnLockwood,andGeorgeGarzone;bassistLimKyung-jin,whohaslongkeptintunewithRonnBrantonJazzGroup;aso-calledgeniussaxophonistatenteringKyungHeeUniversity'spostmodernmusicdepartmentasa15-yearoldboy;MartinJacobson,atop-tiersaxophonistactiveinEurope,andLeeJu-mi,whowasrecognizedforherworld-classprowesswhenshewonthefirstplaceattheJarasumInternationalJazzCompetitionin2011.Theyteamuptopresenthigh-quality,sophisticatedmusicwithRonnBrantonwhofocusesonsuperiorlyricism.'JazzChristmas!'hadunfurledwithoutvocals,butwestartedtoinviteguestvocalstotheshowsince2018.Thisyear,LeeJu-mi,afascinatingjazzvocalistinherprime,willshowoffherbestskillsasavocalist.Averypoeticpianist!Delicateandlyrical,plainandsophisticated!Famousasa'verypoeticpianist,'RonnBranton'sperformancepresentscharmsofhisintellectualplayandcleantouch.Hisperformancecanbeplainandsometimesfeltchilly,asisthecasewithmusicianswhoarepickyaboutnotes.However,thepowertobuildupmusicalenergy,asifstackingapyramid,putstheaudienceintothetrance,engrossedinthemusicwithoutmovinganinch.MusiccriticKimJin-mookadvises,'KeepinmindthatRonnBrantonisasuperbmusician.Hisartistryisnotjustconfinedtojazz.'Theremarkfocusesonhis'frank,sincere,andwarmcharacter.“RonnBrantonmadehimselfknowntotheK-popfansbyappearinginSuzyandBaekhyun'smusicvideoDreamin2016,andin2019,andhegotmuchclosertothepublicthroughhiscollaborationwithJKKimDong-wook.Inaddition,hemadehissuddendebutintheShanghaijazzsceneinJuly2019byperformingatJZandHeyday,Shanghai'stopjazzclubs.RunbyoneofthemostinfluentialproducersintheChinesejazzscene,theJZClubisactuallythegatewaytoenteringtheShanghaijazzsceneasastagethatfamousjazzmusiciansaroundtheworldwanttostandon.Itwillconveybothfamiliarityandfreshness!&lt;JazzChristmas!&gt;presentsbothfamiliarityandfreshness,byadoptingreinterpretationandjamsession,oneofthekeyvaluesofjazz,toChristmascarols.OnceyoustartlisteningtoRonnBranton'sperformance,youimmediatelyfallintothemagicalperformanceuntilhismusicalstructurecomestoanend.RonBranton'spersistentandself-effacingtendencynotconsciousoftheaudienceisconsideredthesecrettothesuccessofthisperformance.Pleasejoin&lt;JazzChristmas!&gt;andrelishadozendramaticpiecescreatedbydelicateandsophisticatedpianismofRonnBranton,whoexploresthemeditativeandcontemplativeaspectsdistinctiveasawhitejazzpianist.ItwillsurelyshowyouthemusicalpotentialofRonnBranton,whohascontinuedtorecordasold-outmarcheveryyearwithasingleconceptofChristmascarolsandwintersongs.",,,,"{SEAT_PRICE=67,000 won, PERFORM_IDX=35763, SEAT_RATING=R}, {SEAT_PRICE=57,000 won, PERFORM_IDX=35763, SEAT_RATING=S}, {SEAT_PRICE=47,000 won, PERFORM_IDX=35763, SEAT_RATING=A}"
20241225,20241225,35886,클래식,해금과 오카리나가 함께하는 신나는 동요파티,꿈의숲 콘서트홀,90.0,,4세 이상,초롱초롱동요학교,0507-1310-2257,"2024년,크리스마스에열리는신.나.는.동.요.파.티!초롱초롱동요학교와함께합니다.어린이성악,해금,오카리나와함께펼쳐지는다채로운동요파티한마당!옛동요부터최신창작동요까지함께하는무대!대한민국동요국가대표,초롱초롱동요학교의제7회기획공연에여러분을초대합니다.","[초롱초롱동요학교중창단]우리는초롱초롱동요학교메들리(어린음악대-어린이노래-동요는우리친구)신나는동요파티(한초롱작사작곡)[초롱초롱동요학교유아합창단]예쁜아기곰(조원경작사작곡)[해금과함께동요안혜승]섬집아기(안인현작사이흥렬작곡Feat.이효리)인생의회전목마(하울의움직이는성OST)[초롱초롱동요학교중창단]비야내려라(한초롱작사작곡)장서는날(한초롱작사윤학준작곡)[오카리나와함께동요윤제민]고향의봄(이원수작사홍난파작곡Feat.문채원)Myheartwillgoon(타이타닉OST)[초롱초롱동요학교초등합창단]약속(한초롱작사유경수작곡)평화통일아리랑(조원경작사작곡)[해금과함께동요송시원]빈둥지(선용작사한초롱작곡Feat.김리아)해금창작곡적렴(김영재곡)[초롱초롱동요학교중창단]문어의꿈(안예은곡)우리라는말속에는(최숙영작사한초롱작곡)[초롱초롱동요학교유아합창단]아침안개(한초롱작사작곡)고양이탐정(한초롱작사작곡)[다함께동요]반달(윤극영작사작곡)어린이를위한‘AllIwantforChristmasisyou’(원곡머라이어캐리,개사한초롱)어린이를위한‘APT.’(원곡로제&amp;브루노마스,개사한초롱)","■초롱초롱동요학교-창작동요대회대상5관왕:경남MBC고향의봄창작동요제대상,창작바다동요대회금상(1위-해양수산부장관상),제5회노을동요제대상,전국'효'창작동요제대상,제14회금산인삼전국창작동요대회대상수상(문화체육관광부장관상)-가창대회수상:제2회알콩달콩뮤지컬대회’토끼의재판‘최우수상수상,강북문화원국악동요제대상수상,파랑새동요제금상-방송:평창동계올림픽개막식생방송,KBS누가누가잘하나초청출연등■사회한초롱-초롱초롱동요학교대표및지휘자-경기도교육청소속교사-경인교육대학교음악교육과박사수료-경기도초등음악교육연구회회장-창작동요작사작곡가(동요스타어린이창작동요저자)-경인교대음악실기지도법강사역임-2015개정초등학교5-6학년음악교과용도서검정위원회연구위원역임■해금안혜승-국립국악중고등학교졸업-이화여자대학교음악학부및동대학원석사졸업(한국음악해금전공)-국립국악원창작악단및경기도립국악단협연-개인독주회2회-서울중암중학교음악교사■해금송시원-국립국악중?고등학교졸업-2018~2020한국예술영재교육원-2019한국예술영재교육원원장상수상-2021해금앙상블오디션프로젝트FUN최종3위(화이트팀)-2022K-artsaudition전통예술원부문1위(TeamP.S.자작곡‘심해’)수상-2021~2024한국예술종합학교전통예술원재학중■오카리나윤제민-작곡가,오카리나/북미원주민피리연주자-북미원주민피리음반:그늘아래머문바람-노래음반:너에게,기억하고있나요-오카리나음반:울어도좋습니까?[화양연화],힐링오카리나세계의노래1집-현)도토리뮤직,아트리나대표",,91.0,"{SEAT_PRICE=30,000원, PERFORM_IDX=35886, SEAT_RATING=전석}"
20241224,20241224,35790,클래식,2024 크리스마스 이브 콘서트,세종체임버홀,80.0,,7세 이상,영음예술기획,02-581-5404,,,,,91.0,"{SEAT_PRICE=50,000원, PERFORM_IDX=35790, SEAT_RATING=R석}, {SEAT_PRICE=40,000원, PERFORM_IDX=35790, SEAT_RATING=S석}"
20241224,20241225,35778,공연기타,고상지 단독 콘서트 Christmas in Another World,세종S씨어터,120.0,,8세 이상,(주)프라이빗커브,02-563-7110,,,,,91.0,"{SEAT_PRICE=77,000원, PERFORM_IDX=35778, SEAT_RATING=R석}"
20241224,20241224,35861,클래식,2024 Christmas Eve Concert,세종체임버홀,80.0,,7,Youngeum,02-581-5404,,"'Let’senjoytheeven2024ChristmasEveConcert'HowaboutjoininganevenlypreparedclassicalmusicconcertonChristmasEve,onlyheldonceayear?Thesedays,we’vegonethroughtoughandchallengingtimes,butwe’vepreparedthisconcertwiththehopethatallthepeoplewillbehappywiththeirlovedonesonChristmas!December24th!YoucanenjoyaChristmasmusicgiftpresentedbythePlusChamberGrouponChristmasEvewithyourlovedones!FromfilmmusictocarolsandtheNutcracker,thechambergroupwillgiveyouadayfullofjoyandromancewiththeirexcitingandenjoyablesongs!ThePLUSChamberGroupwhichleadstheK-Classictrendthroughconsistentlymakingmarveloussold-outachievementsineveryperformancepresentsaspecialeditionforChristmas!Thechambergroup,armedwithsuperbperformancesandwittycommentary,willsurelyvisityouthisyearagain!PLUS,shortforPerformanceLeadersUnitingSounds,whichpresentsthesupremeensemblewithentertainingcommentaryandbeautifulmusic,isagroupofperformersactiveassoloistsfromallovertheworld,includingtheUnitedStates,Canada,Poland,andKorea.Theytaketheleadinintroducingclassicalmusicineverycornerofthecountryandprovidinghigh-qualityandaccomplishedperformancetomakeauthenticclassicalmusicknowntothepublic,PLUSisreceivingfavorableresponsesandpraiseonmanystagesforitsunique,profoundandwonderfulharmony.",,,91.0,"{SEAT_PRICE=50,000 won, PERFORM_IDX=35861, SEAT_RATING=R}, {SEAT_PRICE=40,000 won, PERFORM_IDX=35861, SEAT_RATING=S}"
20241224,20241225,35870,공연기타,Koh Sang-ji Solo Concert,세종S씨어터,120.0,,7,PRIVATE CURVE,02-399-1000,,"‘2024ChristmasinAnotherWorld’directlyconveyedbyKohSang-jiTenyearshavepassedsincemyfirstalbumwasreleased.Mymusicworldwasfinallytellingastory;aboutawarriorofordinaryabilitywhogoesonanadventure,battlesintheunknown,andexperiencesdefeatandfrustration.Atthisconcert,however,Iwanttocreateaneventthatshinesinthedark.Tango,Latin,Baroqueandanimationmusicaresubtlymixedtobecomeagameworld,andwefeellikebeingaleadingcharacterinthatworld.ItisahappyChristmasgiftfromGoSang-ji,aroundtriptickettotheworld.WewishyouhaveahappyChristmasbyteleportingtothatworldgettingintothemusicplayingintheconcerthall.",,,91.0,"{SEAT_PRICE=77,000 won, PERFORM_IDX=35870, SEAT_RATING=R}"
20241223,20241223,35837,클래식,Han Dong-Yeon Cello Recital in Christmas,세종체임버홀,90.0,15.0,8,G Clef,02-515-5123,,"G.Faur?(1845-1924) -RomanceforVioloncelloandPianoOp.69R.Wagner(1813-1883) -RomanzeforVioloncelloandPianoWWV.94(arr.D.Popper)L.v.Beethoven(1770-1827) -SonataforVioloncelloandPianoNo.4inC-MajorOp.102,No.1F.Chopin(1810-1849) -SonataforVioloncelloandPianog-minorOp.65",,,91.0,"{SEAT_PRICE=30,000 won, PERFORM_IDX=35837, SEAT_RATING=All seats}"
20241223,20241223,35792,클래식,한동연 첼로 독주회,세종체임버홀,90.0,15.0,8세 이상,지클레프,02-515-5123,"한동연 첼로 독주회Han Dong Yeon Cello RecitalRomance II in Christmas2024.12.23(월) 오후 7시 30분 세종문화회관 체임버홀주최 / 지클레프후원 / CJ제일제당, 한세예스24문화재단입장권 / 일반석 3만원(학생 2만원)티켓예매 / 세종티켓, 인터파크티켓공연문의 / 지클레프 02-515-5123","연세대 음대 졸업 및 동 대학원 재학 중 도독 > 독일 칼스루에 국립음대 디플롬(Diplom) 및 콘체르트 엑자멘(Konzertexamen) 취득 > 삼익콩쿨 대상 > 청주 청소년오케스트라, 연세대 심포니 오케스트라, 헝가리 미슈콜츠 심포니 오케스트라, 밀레니엄 심포니 오케스트라, 강남 심포니 오케스트라, 충북도립교향악단, 코리아 솔로이츠 오케스트라 협연 > 젊은이의 음악제, 미래악회, 창악회 작곡발표회, 예술의전당 여름실내악축제, 연세 피아노 동문연주회, For the Piano 정기연주회, 첼리스트 정명화 리사이틀 출연 > 클래식 오디세이, 명작스캔들, CBS 라디오, 청주 KBS 라디오, The Concert, KBS 아침마당 출연 > 칼스루에 국립음대, 경희대, 가천대, 숙명여대, 중앙대, 추계예대, 한양대 강사 역임 > 현재 : 연세대, 이화여대, 선화예고, 세종예고, 충북예고 출강' border='0' style='width: 950px; height: 1351px; border: 0px solid;'>",,,91.0,"{SEAT_PRICE=30,000원, PERFORM_IDX=35792, SEAT_RATING=전석}"
20241222,20241222,35827,클래식,도봉청소년오케스트라 2024송년음악회,꿈의숲 콘서트홀,90.0,10.0,2019년 이전 출생자,사단법인 한국청소년문화활동협회,02-3494-2020,"도봉청소년오케스트라가오는2024년12월22일(일)오후7시꿈의숲아트센터콘서트홀에서‘2024송년음악회’를개최합니다.정기연주회,학교순회연주회,한여름밤의MusicFestival,초청?특별연주회,송년음악회등총190여회(2002년창단)의다양한연주회를개최하며청소년음악계를선도해온본청소년오케스트라의이번연주는다양하고친숙한음악들로프로그램을기획하고지역주민,청소년모두와함께하는전석초대(무료)음악회를준비합니다.함께따뜻하고함께어우러지는좋은추억의시간여행을기대하며약90여분간진행될예정입니다.","Program?프란츠요제프하이든_교향곡제100번G장조“군대”FranzJosephHaydn_SymphonyNo.100Gmajor,“Military”:Hob.I:100?프리드리히자이츠_바이올린협주곡제4번FriedrichSeitz_ViolinConcertoNo.4inDMajorOp.15?레오폴트모차르트_장난감교향곡J.G.LeopoldMozart_ToySymphony?르로이앤더슨_크리스마스페스티벌LeroyAnderson_AChristmasFestival-Intermission-&lt;찬조출연&gt;누원초푸른꿈합창단(지휘_김양희)?윤학준_겨울나무?김형운_숨바꼭질&lt;도봉청소년오케스트라&gt;?TheExodusSong(영화영광의탈출ost)외다수...",,,91.0,"{SEAT_PRICE=초대, PERFORM_IDX=35827, SEAT_RATING=전석}"
